b'ham',b'Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat...'
b'spam',b"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
b'ham',b'Ummma.will call after check in.our life will begin from qatar so pls pray very hard.'
b'ham',b'K..i deleted my contact that why?'
b'ham',b'Sindu got job in birla soft ..'
b'ham',b"The wine is flowing and i'm i have nevering.."
b'ham',b'Yup i thk cine is better cos no need 2 go down 2 plaza mah.'
b'ham',b'Ok... Ur typical reply...'
b'ham',b"As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune"
b'ham',b'You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.'
b'ham',b'Aaooooright are you at work?'
b'ham',b"I'm leaving my house now..."
b'ham',b'Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?'
b'spam',b'Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery'
b'spam',b'You are a winner U have been specially selected 2 receive \xc2\xa31000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810'
b'ham',b"Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life"
b'ham',b'New car and house for my parents.:)i have only new job in hand:)'
b'ham',b"I'm so in love with you. I'm excited each day i spend with you. You make me so happy."
b'spam',b'-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468'
b'spam',b'BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu'
b'ham',b'I place all ur points on e cultures module already.'
b'spam',b'URGENT! We are trying to contact you. Last weekends draw shows that you have won a \xc2\xa3900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only'
b'ham',b"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
b'ham',b'Great escape. I fancy the bridge but needs her lager. See you tomo '
b'ham',b'Yes :)it completely in out of form:)clark also utter waste.'
b'ham',b'Sir, I need AXIS BANK account no and bank address.'
b'ham',b'Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... '
b'ham',b'What time you coming down later? '
b'ham',b'Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... '
b'ham',b"Well, i'm gonna finish my bath now. Have a good...fine night."
b'ham',b"Let me know when you've got the money so carlos can make the call"
b'ham',b'U still going to the mall?'
b'ham',b"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth"
b'ham',b'Text her. If she doesnt reply let me know so i can have her log in'
b'ham',b"Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No."
b'ham',b'You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend'
b'ham',b'Lol no. U can trust me.'
b'ham',b'ok. I am a gentleman and will treat you with dignity and respect.'
b'ham',b'He will, you guys close?'
b'ham',b'Going on nothing great.bye'
b'ham',b"Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?"
b'ham',b'Haha awesome, be there in a minute'
b'spam',b'Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed \xc2\xa31000 cash or \xc2\xa35000 prize!'
b'ham',b'Have you got Xmas radio times. If not i will get it now'
b'ham',b'I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...'
b'spam',b'Are you unique enough? Find out from 30th August. www.areyouunique.co.uk'
b'ham',b"I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|"
b'ham',b'Hi :)finally i completed the course:)'
b'ham',b'It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.'
b'ham',b"How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day"
b'ham',b'Gud mrng dear hav a nice day'
b'ham',b'Did u got that persons story'
b'ham',b'is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? '
b'ham',b'Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx'
b'ham',b'Found it, ENC  &lt;#&gt; , where you at?'
b'ham',b'I sent you  &lt;#&gt;  bucks'
b'ham',b'Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx'
b'ham',b'Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .'
b'ham',b'Goodmorning sleeping ga.'
b'ham',b'U call me alter at 11 ok.'
b'ham',b'\xc3\x9c say until like dat i dun buy ericsson oso cannot oredi lar...'
b'ham',b"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
b'ham',b'Aight yo, dats straight dogg'
b'ham',b'You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill'
b'ham',b'Both :) i shoot big loads so get ready!'
b'ham',b"What's up bruv, hope you had a great break. Do have a rewarding semester."
b'ham',b'Home so we can always chat'
b'ham',b'K:)k:)good:)study well.'
b'ham',b'Yup... How \xc3\xbc noe leh...'
b'ham',b'Sounds great! Are you home now?'
b'ham',b'Finally the match heading towards draw as your prediction.'
b'ham',b"Tired. I haven't slept well the past few nights."
b'ham',b'Easy ah?sen got selected means its good..'
b'ham',b'I have to take exam with march 3'
b'ham',b"Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready."
b'ham',b'Ok no prob. Take ur time.'
b'ham',b'There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..'
b'ham',b"Sorry, I'll call later"
b'ham',b'U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.'
b'spam',b'500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY \xc2\xa31 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18'
b'ham',b'Would really appreciate if you call me. Just need someone to talk to.'
b'spam',b'Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES'
b'ham',b'Hey company elama po mudyadhu.'
b'ham',b'Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .'
b'ham',b'Dear good morning now only i am up'
b'ham',b'Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.'
b'ham',b'Dear we are going to our rubber place'
b'ham',b"Sorry battery died, yeah I'm here"
b'ham',b'Yes:)here tv is always available in work place..'
b'spam',b'Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence'
b'ham',b'I have printed it oh. So  &lt;#&gt;  come upstairs'
b'ham',b'Or ill be a little closer like at the bus stop on the same street'
b'ham',b'Where are you?when wil you reach here?'
b'ham',b"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
b'spam',b'U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597'
b'ham',b'Tomarrow final hearing on my laptop case so i cant.'
b'ham',b'PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx'
b'ham',b'Okay. No no, just shining on. That was meant to be signing, but that sounds better.'
b'ham',b"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched..."
b'ham',b"U don't remember that old commercial?"
b'ham',b"Too late. I said i have the website. I didn't i have or dont have the slippers"
b'ham',b'I asked you to call him now ok'
b'ham',b'Kallis wont bat in 2nd innings.'
b'ham',b'It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.'
b'spam',b'Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16'
b'ham',b'Ranjith cal drpd Deeraj and deepak 5min hold'
b'ham',b'Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.'
b'ham',b'What you doing?how are you?'
b'ham',b'Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.'
b'ham',b"I'm back, lemme know when you're ready"
b'ham',b"Don't necessarily expect it to be done before you get back though because I'm just now headin out"
b'ham',b'Mmm so yummy babe ... Nice jolt to the suzy'
b'ham',b'Where are you lover ? I need you ...'
b'spam',b'We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW'
b'ham',b'I\xe2\x80\x98m parked next to a MINI!!!! When are you coming in today do you think?'
b'ham',b'Yup'
b'ham',b"Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao."
b'ham',b'MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*'
b'spam',b'Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698'
b'ham',b'Why you Dint come with us.'
b'ham',b'Same. Wana plan a trip sometme then'
b'ham',b'Not sure yet, still trying to get a hold of him'
b'spam',b'Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT'
b'ham',b'The evo. I just had to download flash. Jealous?'
b'spam',b'Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.'
b'ham',b"Come to mu, we're sorting out our narcotics situation"
b'ham',b'Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.'
b'spam',b'HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com'
b'ham',b'Usf I guess, might as well take 1 car'
b'ham',b'No objection. My bf not coming.'
b'ham',b'Thanx...'
b'ham',b'Tell rob to mack his gf in the theater'
b'ham',b"Awesome, I'll see you in a bit"
b'ham',b'Just sent it. So what type of food do you like?'
b'ham',b'All done? All handed in? Celebrations in full swing yet?'
b'ham',b'You got called a tool?'
b'ham',b'"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch" gdeve..'
b'ham',b'Ok. I asked for money how far'
b'ham',b'Okie...'
b'ham',b"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down"
b'ham',b'K, I might come by tonight then if my class lets out early'
b'ham',b'Ok..'
b'ham',b'hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx'
b'ham',b'My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..'
b'ham',b'Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.'
b'ham',b'Hey you told your name to gautham ah?'
b'ham',b'Haf u found him? I feel so stupid da v cam was working.'
b'ham',b'Oops. 4 got that bit.'
b'ham',b'Are you this much buzy'
b'ham',b'I accidentally deleted the message. Resend please.'
b'spam',b"T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply"
b'ham',b"Unless it's a situation where YOU GO GURL would be more appropriate"
b'ham',b'Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL'
b'ham',b'I cant pick the phone right now. Pls send a message'
b'ham',b"Need a coffee run tomo?Can't believe it's that time of week already"
b'ham',b'Awesome, I remember the last time we got somebody high for the first time with diesel :V'
b'ham',b'Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?'
b'ham',b'Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? '
b'ham',b'He is a womdarfull actor'
b'spam',b'SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE'
b'ham',b'Yup... From what i remb... I think should be can book... '
b'ham',b'Jos ask if u wana meet up?'
b'ham',b"Lol yes. Our friendship is hanging on a thread cause u won't buy stuff."
b'spam',b'TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468'
b'ham',b"Where are the garage keys? They aren't on the bookshelf"
b'ham',b'Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy'
b'spam',b'Think ur smart ? Win \xc2\xa3200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week'
b'ham',b"He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week"
b'ham',b'Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.'
b'ham',b'You made my day. Do have a great day too.'
b'ham',b'K.k:)advance happy pongal.'
b'ham',b'Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...'
b'ham',b"Not really dude, have no friends i'm afraid :("
b'spam',b'December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906'
b'ham',b'Coffee cake, i guess...'
b'ham',b'Merry Christmas to you too babe, i love ya *kisses*'
b'ham',b'Hey... Why dont we just go watch x men and have lunch... Haha '
b'ham',b'cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x'
b'ham',b"That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week"
b'ham',b'No problem. How are you doing?'
b'ham',b'No calls..messages..missed calls'
b'ham',b'Hi da:)how is the todays class?'
